Struthio camelus,1,
Struthio molybdophanes,1,
Dromaius novaehollandiae,1,
Casuarius bennetti,0,
Casuarius casuarius,0,
Casuarius unappendiculatus,0,
Apteryx australis,1,
Apteryx mantelli,1,
Apteryx maxima,0,
Apteryx owenii,0,
Apteryx rowi,0,
Rhea americana,1,
Rhea pennata,1,
Tinamotis ingoufi,1,
Tinamotis pentlandii,1,
Eudromia elegans,1,
Eudromia formosa,1,
Taoniscus nanus,0,
Nothura boraquira,1,
Nothura darwinii,1,
Nothura maculosa,1,
Nothura minor,1,
Rhynchotus maculicollis,1,
Rhynchotus rufescens,1,
Nothoprocta cinerascens,1,
Nothoprocta curvirostris,0,
Nothoprocta ornata,1,
Nothoprocta pentlandii,1,
Nothoprocta perdicaria,1,
Nothoprocta taczanowskii,1,
Nothocercus bonapartei,1,
Nothocercus julius,1,
Nothocercus nigrocapillus,1,
Tinamus guttatus,1,
Tinamus major,1,
Tinamus osgoodi,0,
Tinamus solitarius,1,
Tinamus tao,1,
Crypturellus atrocapillus,1,
Crypturellus bartletti,1,
Crypturellus berlepschi,0,
Crypturellus boucardi,1,
Crypturellus brevirostris,0,
Crypturellus casiquiare,0,
Crypturellus cinereus,1,
Crypturellus cinnamomeus,1,
Crypturellus duidae,1,
Crypturellus erythropus,1,
Crypturellus kerriae,1,
Crypturellus noctivagus,1,
Crypturellus obsoletus,1,
Crypturellus parvirostris,1,
Crypturellus ptaritepui,0,
Crypturellus soui,1,
Crypturellus strigulosus,1,
Crypturellus tataupa,1,
Crypturellus transfasciatus,1,
Crypturellus undulatus,1,
Crypturellus variegatus,1,
Anhima cornuta,1,
Chauna chavaria,1,
Chauna torquata,1,
Anseranas semipalmata,1,
Thalassornis leuconotus,1,
Dendrocygna arborea,1,
Dendrocygna arcuata,1,
Dendrocygna autumnalis,1,
Dendrocygna bicolor,1,
Dendrocygna eytoni,1,
Dendrocygna guttata,1,
Dendrocygna javanica,1,
Dendrocygna viduata,1,
Biziura lobata,1,
Nettapus auritus,1,
Nettapus coromandelianus,1,
Nettapus pulchellus,1,
Stictonetta naevosa,1,
Heteronetta atricapilla,1,
Nomonyx dominicus,1,
Oxyura australis,1,
Oxyura jamaicensis,1,
Oxyura leucocephala,1,
Oxyura maccoa,1,
Oxyura vittata,1,
Plectropterus gambensis,1,
Malacorhynchus membranaceus,1,
Coscoroba coscoroba,1,
Cereopsis novaehollandiae,1,
Cygnus atratus,1,
Cygnus buccinator,1,
Cygnus columbianus,1,
Cygnus cygnus,1,
Cygnus melancoryphus,1,
Cygnus olor,1,
Branta bernicla,1,
Branta canadensis,1,
Branta hutchinsii,1,
Branta leucopsis,1,
Branta ruficollis,1,
Branta sandvicensis,9,
Anser albifrons,1,
Anser anser,1,
Anser brachyrhynchus,1,
Anser caerulescens,1,
Anser canagicus,1,
Anser cygnoides,1,
Anser erythropus,1,
Anser fabalis,1,
Anser indicus,1,
Anser rossii,1,
Anser serrirostris,1,
Merganetta armata,1,
Callonetta leucophrys,1,
Cairina moschata,1,
Aix galericulata,1,
Aix sponsa,1,
Neochen jubata,1,
Chloephaga hybrida,1,
Chloephaga melanoptera,1,
Chloephaga picta,1,
Chloephaga poliocephala,1,
Chloephaga rubidiceps,1,
Radjah radjah,1,
Alopochen aegyptiaca,1,
Alopochen kervazoi,0,
Alopochen mauritiana,0,
Tadorna cana,1,
Tadorna cristata,0,
Tadorna ferruginea,1,
Tadorna tadorna,1,
Tadorna tadornoides,1,
Tadorna variegata,1,
Clangula hyemalis,1,
Polysticta stelleri,1,
Camptorhynchus labradorius,0,
Somateria fischeri,1,
Somateria mollissima,1,
Somateria spectabilis,1,
Histrionicus histrionicus,1,
Melanitta americana,1,
Melanitta deglandi,1,
Melanitta fusca,1,
Melanitta nigra,1,
Melanitta perspicillata,1,
Melanitta stejnegeri,1,
Bucephala albeola,1,
Bucephala clangula,1,
Bucephala islandica,1,
Mergellus albellus,1,
Lophodytes cucullatus,1,
Mergus australis,0,
Mergus merganser,1,
Mergus octosetaceus,1,
Mergus serrator,1,
Mergus squamatus,0,
Sarkidiornis melanotos,1,
Sarkidiornis sylvicola,1,
Hymenolaimus malacorhynchos,1,
Chenonetta jubata,1,
Cyanochen cyanoptera,1,
Pteronetta hartlaubii,1,
Marmaronetta angustirostris,1,
Asarcornis scutulata,1,
Rhodonessa caryophyllacea,0,
Netta erythrophthalma,1,
Netta peposaca,1,
Netta rufina,1,
Aythya affinis,1,
Aythya americana,1,
Aythya australis,1,
Aythya baeri,1,
Aythya collaris,1,
Aythya ferina,1,
Aythya fuligula,1,
Aythya innotata,0,
Aythya marila,1,
Aythya novaeseelandiae,1,
Aythya nyroca,1,
Aythya valisineria,1,
Salvadorina waigiuensis,1,
Lophonetta specularioides,1,
Speculanas specularis,1,
Amazonetta brasiliensis,1,
Tachyeres brachypterus,1,
Tachyeres leucocephalus,1,
Tachyeres patachonicus,1,
Tachyeres pteneres,1,
Sibirionetta formosa,1,
Spatula clypeata,1,
Spatula cyanoptera,1,
Spatula discors,1,
Spatula hottentota,1,
Spatula platalea,1,
Spatula puna,1,
Spatula querquedula,1,
Spatula rhynchotis,1,
Spatula smithii,1,
Spatula versicolor,1,
Mareca americana,1,
Mareca falcata,1,
Mareca marecula,0,
Mareca penelope,1,
Mareca sibilatrix,1,
Mareca strepera,1,
Anas acuta,1,
Anas albogularis,0,
Anas andium,1,
Anas aucklandica,0,
Anas bahamensis,1,
Anas bernieri,1,
Anas capensis,1,
Anas castanea,1,
Anas chlorotis,1,
Anas crecca,1,
Anas diazi,1,
Anas eatoni,0,
Anas erythrorhyncha,1,
Anas flavirostris,1,
Anas fulvigula,1,
Anas georgica,1,
Anas gibberifrons,1,
Anas gracilis,1,
Anas laysanensis,8,
Anas luzonica,1,
Anas melleri,1,
Anas nesiotis,0,
Anas platyrhynchos,1,
Anas poecilorhyncha,1,
Anas rubripes,1,
Anas sparsa,1,
Anas superciliosa,1,
Anas theodori,0,
Anas undulata,1,
Anas wyvilliana,9,
Anas zonorhyncha,1,
Leipoa ocellata,1,
Talegalla cuvieri,1,
Talegalla fuscirostris,1,
Talegalla jobiensis,1,
Alectura lathami,1,
Aepypodius arfakianus,1,
Aepypodius bruijnii,0,
Macrocephalon maleo,1,
Eulipoa wallacei,1,
Megapodius bernsteinii,1,
Megapodius cumingii,1,
Megapodius decollatus,1,
Megapodius eremita,1,
Megapodius freycinet,1,
Megapodius geelvinkianus,0,
Megapodius laperouse,1,
Megapodius layardi,1,
Megapodius nicobariensis,0,
Megapodius pritchardii,0,
Megapodius reinwardt,1,
Megapodius tenimberensis,1,
Penelopina nigra,1,
Chamaepetes goudotii,1,
Chamaepetes unicolor,1,
Aburria aburri,1,
Pipile cujubi,1,
Pipile cumanensis,1,
Pipile grayi,0,
Pipile jacutinga,1,
Pipile pipile,1,
Penelope albipennis,1,
Penelope argyrotis,1,
Penelope barbata,1,
Penelope bridgesi,1,
Penelope dabbenei,1,
Penelope jacquacu,1,
Penelope jacucaca,1,
Penelope marail,1,
Penelope montagnii,1,
Penelope obscura,1,
Penelope ochrogaster,1,
Penelope ortoni,1,
Penelope perspicax,1,
Penelope pileata,1,
Penelope purpurascens,1,
Penelope superciliaris,1,
Oreophasis derbianus,0,
Crax alberti,1,
Crax alector,1,
Crax blumenbachii,1,
Crax daubentoni,1,
Crax fasciolata,1,
Crax globulosa,0,
Crax rubra,1,
Pauxi koepckeae,0,
Pauxi pauxi,1,
Pauxi unicornis,0,
Nothocrax urumutum,1,
Mitu mitu,0,
Mitu salvini,1,
Mitu tomentosum,0,
Mitu tuberosum,1,
